Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Facebook posts,hundreds of  illegals  were dropped off at florida hotel,false,56,9,5.111111111111111,6.0,6.0,6.0,6.0,6.0,0.0,"('hundreds', 'CARDINAL'), ('florida', 'GPE')",2
X posts,video shows troops at the ukraine russia border on jan,false,54,10,4.5,8.0,8.0,8.0,8.0,8.0,0.0,"('russia', 'GPE'), ('jan', 'DATE')",2
Donald Trump,proposed changes to the electoral count act show pence had the power and  could have overturned the election,false,108,18,5.0,15.0,15.0,15.0,15.0,15.0,0.0,"('the electoral count act show pence', 'ORG')",1
Facebook posts,says jen psaki said in january      that people will start seeing direct deposits in their bank account this weekend and payments to eligible americans will continue for several weeks,false,183,29,5.172413793103448,20.0,20.0,20.0,20.0,20.0,0.0,"('jen psaki', 'PERSON'), ('january      ', 'DATE'), ('this weekend', 'DATE'), ('americans', 'NORP'), ('several weeks', 'DATE')",5
Bloggers,bruce springsteen  queen  pearl jam and dave grohl removed their music from spotify,false,83,13,5.3076923076923075,10.0,10.0,10.0,10.0,10.0,0.0,"('dave grohl', 'PERSON')",1
Bloggers,the cdc staged  the  escaping monkeys  as a cover story for releasing the next bioweapon,false,88,15,4.733333333333333,13.0,13.0,13.0,13.0,13.0,0.0516,"('cdc', 'ORG')",1
Thomas Massie,says voltaire said   to learn who rules over you  simply find out who you are not allowed to criticize,false,102,19,4.2631578947368425,11.0,11.0,11.0,11.0,11.0,0.2924,,0
Facebook posts,image shows a patient experiencing claustrophobia and having a panic attack during a ct scan,false,92,15,5.2,13.0,13.0,13.0,13.0,13.0,-0.7506,,0
Facebook posts,michelle obama announced she is  running for president in      as a man,pants-fire,71,12,4.5,8.0,8.0,8.0,8.0,8.0,0.0,"('michelle obama', 'PERSON')",1
Facebook posts,there are no real pictures of satellites on google images because outer space is not real,pants-fire,89,16,4.625,12.0,12.0,12.0,12.0,12.0,-0.296,,0
Facebook posts,filmmaker mike degruy died for  exposing the truth,pants-fire,50,8,5.25,7.0,7.0,7.0,7.0,7.0,-0.5267,"('mike', 'PERSON')",1
Facebook posts,venus williams forfeits match against trans woman   saying   i m not playing a man,pants-fire,82,14,4.642857142857143,13.0,13.0,13.0,13.0,13.0,-0.1511,"('venus williams', 'PERSON')",1
Facebook posts,the solar eclipse path was  full of chemtraiis,pants-fire,46,8,4.75,7.0,7.0,7.0,7.0,7.0,0.0,,0
Facebook posts,llamada de emergencia  situaci n del accidente del barco  en el puente francis scott key en baltimore,pants-fire,101,17,4.882352941176471,6.0,6.0,6.0,6.0,6.0,0.0,"('llamada de emergencia  situaci', 'PERSON'), ('del accidente', 'GPE'), ('del barco  ', 'PERSON'), ('el puente francis scott', 'GPE')",4
Robert F. Kennedy Jr.,on jan           u s  capitol  protestors carried no weapons,pants-fire,60,9,4.444444444444445,8.0,8.0,8.0,8.0,8.0,-0.6249,"('jan           ', 'DATE')",1
Instagram posts,baltimore s francis scott key bridge was  targeted with energy weapons,pants-fire,70,11,5.363636363636363,10.0,10.0,10.0,10.0,10.0,-0.2023,"('baltimore s francis scott key bridge', 'PERSON')",1
Instagram posts,ben shapiro posted on x about his sister and sydney sweeney,pants-fire,59,11,4.454545454545454,7.0,7.0,7.0,7.0,7.0,0.0,"('ben shapiro', 'PERSON')",1
Donald Trump,in       trump  did much better  in the wisconsin election than       and  after the wrongdoing was found  people said   well  he actually did win,pants-fire,146,23,4.565217391304348,17.0,17.0,17.0,17.0,17.0,0.8316,"('wisconsin', 'GPE')",1
Matt Maddock,three busses just loaded up with illegal invaders at detroit metro  airport,pants-fire,75,12,5.25,8.0,8.0,8.0,8.0,8.0,-0.5574,"('three', 'CARDINAL'), ('detroit metro  airport', 'ORG')",2
Alex Jones,it is a fact that obama created isis,pants-fire,36,8,3.625,6.0,6.0,6.0,6.0,6.0,0.25,,0
X posts,a march   u s  security alert   means the u s  was  behind this gruesome terror attack on russian civilians,pants-fire,107,19,4.315789473684211,17.0,17.0,17.0,17.0,17.0,-0.4404,"('march', 'DATE'), ('russian', 'NORP')",2
Instagram posts,footage shows explosion on baltimore bridge,pants-fire,43,6,6.333333333333333,5.0,5.0,5.0,5.0,5.0,0.0,"('baltimore', 'GPE')",1
Instagram posts,tennessee bill that would ban the release of chemicals into the atmosphere is evidence chemtrails are real,pants-fire,106,17,5.294117647058823,13.0,13.0,13.0,13.0,13.0,-0.5574,"('tennessee', 'PERSON')",1
Facebook posts,biden signs an executive order to terminate social security  ssi  bans side hustle,pants-fire,82,13,5.230769230769231,12.0,12.0,12.0,12.0,12.0,0.34,,0
X posts,edited wikipedia entry provides proof that  israelis deployed talmudic network to take out  baltimore s francis scott key bridge,pants-fire,128,19,5.684210526315789,16.0,16.0,16.0,16.0,16.0,0.0,"('israelis', 'NORP')",1
X posts,maryland bridge collapse was a false flag operation to distract from other events,pants-fire,81,13,5.3076923076923075,11.0,11.0,11.0,11.0,11.0,-0.6597,"('maryland', 'GPE')",1
Viral image,video proves  pfizer ceo is a reptile,pants-fire,37,7,4.285714285714286,7.0,7.0,7.0,7.0,7.0,0.0,,0
Instagram posts,clips show french president emmanuel macron and ukrainian president volodymyr zelenskyy dancing,pants-fire,95,12,7.0,10.0,10.0,10.0,10.0,10.0,0.0,"('french', 'NORP'), ('emmanuel macron', 'PERSON'), ('ukrainian', 'NORP'), ('volodymyr zelenskyy', 'PERSON')",4
Viral image,photos show former cnn correspondent barbara starr  on the scene as a witness crisis actor   proving mass shootings were staged,pants-fire,127,20,5.25,18.0,18.0,18.0,18.0,18.0,-0.6249,"('cnn', 'ORG'), ('barbara starr', 'PERSON')",2
Facebook posts,photos show president joe biden touching his granddaughter inappropriately,pants-fire,74,9,7.333333333333333,8.0,8.0,8.0,8.0,8.0,0.0,"('joe biden', 'PERSON')",1
Facebook posts,fema is giving applicants        checks  next week,pants-fire,50,7,5.142857142857143,6.0,6.0,6.0,6.0,6.0,0.34,"('fema', 'ORG'), ('next week', 'DATE')",2
X posts,mel gibson released a video of bill and hillary clinton engaging in cannibalism with  haitian cannibal gang leader  barbecue,pants-fire,124,19,5.473684210526316,15.0,15.0,15.0,15.0,15.0,0.34,"('mel gibson', 'PERSON'), ('hillary clinton', 'PERSON'), ('haitian', 'NORP')",3
Instagram posts,monica petersen was assassinated in haiti while she was investigating the clintons  child trafficking,pants-fire,101,14,6.214285714285714,11.0,11.0,11.0,11.0,11.0,0.0,"('monica petersen', 'PERSON'), ('haiti', 'GPE')",2
Facebook posts,albert einstein was a transgender,pants-fire,33,5,5.8,5.0,5.0,5.0,5.0,5.0,0.0,"('albert einstein', 'PERSON')",1
Facebook posts,a photo shows donald trump on a street lined with american flags and a crowd behind him,pants-fire,87,17,4.176470588235294,11.0,11.0,11.0,11.0,11.0,0.0,"('american', 'NORP')",1
Instagram posts,video shows erewhon grocery store in brooklyn,pants-fire,45,7,5.571428571428571,6.0,6.0,6.0,6.0,6.0,0.0,"('brooklyn', 'GPE')",1
Instagram posts,white house announces there will be    intermissions  during tonight s state of the union,pants-fire,89,14,5.142857142857143,10.0,10.0,10.0,10.0,10.0,0.0,"('white house', 'ORG'), ('tonight', 'TIME')",2
Facebook posts,texas petition to outlaw  aerosolized spraying  is evidence of chemtrails,pants-fire,73,10,6.2,8.0,8.0,8.0,8.0,8.0,0.0,"('texas', 'GPE')",1
X posts,lgbtq  leaders sign world economic forum treaty to  accept pedophiles as  legally protected minority,pants-fire,100,14,6.0,12.0,12.0,12.0,12.0,12.0,0.7096,,0
Viral image,video shows elon musk saying oreos are  satanic,pants-fire,47,8,4.875,8.0,8.0,8.0,8.0,8.0,0.0,,0
Viral image,in official capacity  biden orders doj to arrest   justices of scotus,pants-fire,69,11,5.090909090909091,8.0,8.0,8.0,8.0,8.0,-0.34,,0
Facebook posts,en la  ltima conferencia m dica en estados unidos  el dr  juan rivera present  una nueva terapia que ha sido validada y demostrada efectiva para manejar el tinnitus,pants-fire,164,28,4.75,24.0,24.0,24.0,24.0,24.0,0.34,"('la', 'GPE'), ('el dr  juan', 'PERSON'), ('el tinnitus', 'GPE')",3
Juneau County Wisconsin Republicans .,planes full of unvetted  refugees  are being accepted at the milw    madison airports,pants-fire,85,13,5.230769230769231,11.0,11.0,11.0,11.0,11.0,0.2732,"('madison', 'PERSON')",1
Viral image,michael j  fox  doesn t have parkinson s disease,pants-fire,48,9,4.222222222222222,9.0,9.0,9.0,9.0,9.0,0.0,"('michael j  fox  doesn', 'PERSON')",1
Donald Trump,says he  saved kenosha  and the  governor wouldn t move  on sending the national guard,pants-fire,86,15,4.533333333333333,12.0,12.0,12.0,12.0,12.0,0.4215,"('kenosha', 'GPE')",1
Facebook posts,fotograf a tomada en el      a c  durante la construcci n de las pir mides en egipto,pants-fire,84,17,3.6470588235294117,9.0,9.0,9.0,9.0,9.0,0.0,,0
Facebook posts,photo shows egyptian pyramids being constructed in      bc,pants-fire,58,8,5.75,7.0,7.0,7.0,7.0,7.0,0.0,"('egyptian', 'NORP')",1
Instagram posts,ancestry com proves president joe biden  is not real,pants-fire,52,9,4.777777777777778,9.0,9.0,9.0,9.0,9.0,0.0,"('joe biden  ', 'PERSON')",1
X posts,hunter biden s trial and conviction were contrived to divert attention from biden family crimes,pants-fire,95,15,5.4,12.0,12.0,12.0,12.0,12.0,0.0,"('hunter biden s', 'PERSON')",1
Viral image,photo shows  the sandy hook girls that did not die like they said they did,pants-fire,74,15,3.933333333333333,11.0,11.0,11.0,11.0,11.0,0.2584,,0
Donald Trump,congo  africa  just released a lot of people  a lot of people from their prisons and jails and brought them into the united states of america,pants-fire,141,26,4.346153846153846,17.0,17.0,17.0,17.0,17.0,0.4215,"('congo', 'GPE'), ('africa', 'LOC'), ('the united states of america', 'GPE')",3
Threads posts,u s  rep  marjorie taylor greene said dinosaurs used to be called  by their biblical name   dragons,pants-fire,99,17,4.588235294117647,14.0,14.0,14.0,14.0,14.0,0.0,"('taylor', 'PERSON')",1
Donald Trump,joe biden  is letting millions of people from jails  from prisons  from insane asylums  from mental institutions  drug dealers pour in,pants-fire,134,21,5.190476190476191,15.0,15.0,15.0,15.0,15.0,-0.4019,"('joe biden  ', 'PERSON'), ('millions', 'CARDINAL')",2
Donald Trump,speaking about hillary clinton   i didn t say   lock her up,pants-fire,59,11,4.090909090909091,8.0,8.0,8.0,8.0,8.0,0.0,"('hillary clinton', 'PERSON')",1
Viral image,astronauts from the challenger are alive,pants-fire,40,6,5.833333333333333,5.0,5.0,5.0,5.0,5.0,0.4767,,0
Viral image,pfizer sued barbara o neill  because she exposed secrets that will keep everyone safe from the bird flu outbreak,pants-fire,112,19,4.894736842105263,14.0,14.0,14.0,14.0,14.0,-0.0,"('barbara', 'PERSON')",1
Instagram posts,sunflowers are turning away from the sun because that s not the sun,pants-fire,67,13,4.230769230769231,11.0,11.0,11.0,11.0,11.0,0.0,,0
Facebook posts,starbucks lattes contain semen,pants-fire,30,4,6.75,4.0,4.0,4.0,4.0,4.0,0.0,,0
Facebook posts,footage  shows a completely flat horizon proving the flat earth and completely destroying the globe theory,pants-fire,106,16,5.625,15.0,15.0,15.0,15.0,15.0,-0.5984,,0
Facebook posts,beyonc  offered kid rock millions to join him on stage at a few of his shows,pants-fire,76,16,3.75,10.0,10.0,10.0,10.0,10.0,0.296,"('beyonc', 'NORP'), ('millions', 'CARDINAL')",2
Viral image,un troops to be deployed across u s  as pentagon prepares for  civil unrest,pants-fire,75,14,4.285714285714286,10.0,10.0,10.0,10.0,10.0,0.0,"('un', 'ORG'), ('pentagon', 'ORG')",2
Donald Trump,biden s doj was authorized to use deadly force  in mar a lago raid  biden was  locked and loaded  and  ready to take me out,pants-fire,123,25,3.76,18.0,18.0,18.0,18.0,18.0,0.3612,"('biden s doj', 'PERSON')",1
Facebook posts,breaking news  the grand ole opry bans beyonc  for life   go play dress up  you re not country,pants-fire,94,18,4.0,15.0,15.0,15.0,15.0,15.0,0.6597,,0
Facebook posts,colin kaepernick was fired from his new high school coaching job after just one season  because  the kids couldn t stand him,pants-fire,124,22,4.590909090909091,16.0,16.0,16.0,16.0,16.0,-0.5574,"('colin kaepernick', 'PERSON')",1
Facebook posts,the government is offering a        subsidy  and  every american qualifies for it,pants-fire,81,12,5.083333333333333,9.0,9.0,9.0,9.0,9.0,0.0,"('american', 'NORP')",1
Tucker Carlson,lyme disease became endemic because of u s  government bioweapons labs,pants-fire,70,11,5.363636363636363,9.0,9.0,9.0,9.0,9.0,0.0,,0
Viral image,cnbc reported that  apple device update set to remove clown emoji  because it has become a far right symbol,pants-fire,107,19,4.578947368421052,15.0,15.0,15.0,15.0,15.0,0.0,"('cnbc', 'ORG')",1
Facebook posts,this video shows bbc news reporting on the  tragic end of elon musk,pants-fire,67,13,4.153846153846154,11.0,11.0,11.0,11.0,11.0,-0.4588,"('bbc news', 'ORG')",1
Instagram posts,your legal name is in fact a corporation  this is why you always see your name written in all caps,pants-fire,98,20,3.9,14.0,14.0,14.0,14.0,14.0,0.128,,0
Facebook posts,the rothschilds were behind the federal reserve  and they now control the global financial system,pants-fire,97,15,5.466666666666667,12.0,12.0,12.0,12.0,12.0,0.0,,0
Instagram posts,it was not former president donald trump who promoted the covid    vaccine  but a  lookalike,pants-fire,92,15,4.866666666666666,12.0,12.0,12.0,12.0,12.0,0.2263,"('donald trump', 'PERSON')",1
Instagram posts,disney world is adding urinals to the women s restrooms,pants-fire,55,10,4.6,9.0,9.0,9.0,9.0,9.0,0.0,,0
Instagram posts,johnnie cochran  mysteriously passed away  and his death is linked to his work on slavery reparations,pants-fire,101,16,5.25,11.0,11.0,11.0,11.0,11.0,-0.8658,"('johnnie cochran', 'PERSON')",1
Donald Trump,donald trump s fine in the new york fraud case  is a form of navalny  it is a form of communism or fascism,pants-fire,106,23,3.5652173913043477,18.0,18.0,18.0,18.0,18.0,-0.4588,"('donald trump s fine', 'PERSON'), ('new york', 'GPE')",2
Instagram posts,trump s hair wig falls off during rally speech,pants-fire,46,9,4.222222222222222,6.0,6.0,6.0,6.0,6.0,0.0,"('trump s hair', 'PERSON')",1
Instagram posts,at least one of kansas city shooters identified as sahil omar  a    year old illegal immigrant,pants-fire,94,16,4.6875,11.0,11.0,11.0,11.0,11.0,-0.5574,"('at least one', 'CARDINAL'), ('kansas', 'GPE'), ('sahil omar  a', 'PERSON')",3
Instagram posts,joe biden s tweet is proof that a helicopter crash that killed six nigerian billionaires was planned by biden,pants-fire,109,19,4.7894736842105265,15.0,15.0,15.0,15.0,15.0,-0.802,"('joe biden s tweet', 'PERSON'), ('six', 'CARDINAL')",2
Facebook posts,beyonc  faces nearly     billion loss following  black national anthem  performance at nfl,pants-fire,90,12,6.0,10.0,10.0,10.0,10.0,10.0,-0.3182,"('beyonc', 'NORP')",1
X posts,en una entrevista con tucker carlson  el presidente ruso vladimir putin dijo que el tema de la frontera sur de estados unidos le parece  ir nicamente divertido,pants-fire,159,27,4.851851851851852,19.0,19.0,19.0,19.0,19.0,0.0,"('tucker carlson  el presidente ruso', 'PERSON'), ('vladimir putin', 'PERSON'), ('que el tema de la frontera sur de estados', 'PERSON')",3
Facebook posts,photo shows taylor swift wearing an anti donald trump t shirt,pants-fire,61,11,4.636363636363637,11.0,11.0,11.0,11.0,11.0,-0.128,"('taylor', 'PERSON')",1
TikTok posts,an      law made the united states government a for profit corporation,pants-fire,70,11,5.0,10.0,10.0,10.0,10.0,10.0,0.6908,"('the united states', 'GPE')",1
Instagram posts,paper shows  mrna covid    vaccines caused more deaths  than lives saved,pants-fire,72,11,5.181818181818182,10.0,10.0,10.0,10.0,10.0,0.4215,,0
Donald Trump,i cooperated far more  than joe biden in the classified documents investigations,pants-fire,80,12,5.666666666666667,10.0,10.0,10.0,10.0,10.0,0.0,"('joe', 'PERSON')",1
Instagram posts,in an interview with tucker carlson  russian president vladimir putin said he finds the u s  mexico border issue  ironically amusing,pants-fire,132,21,5.190476190476191,18.0,18.0,18.0,18.0,18.0,0.3818,"('tucker carlson  ', 'PERSON'), ('russian', 'NORP'), ('vladimir putin', 'PERSON')",3
Viral image,ben shapiro posted that tracy chapman stole  the spotlight from luke  combs   at the grammys as part of  the woke war on straight white male success,pants-fire,148,26,4.538461538461538,20.0,20.0,20.0,20.0,20.0,0.1779,"('ben shapiro', 'PERSON')",1
Tucker Carlson,since russia invaded ukraine   not a single western journalist has bothered to interview putin,pants-fire,94,14,5.642857142857143,12.0,12.0,12.0,12.0,12.0,-0.3182,"('russia', 'GPE')",1
Instagram posts,taylor swift was photographed holding a  trump won  democrats cheated   flag at the grammy awards,pants-fire,97,15,5.266666666666667,14.0,14.0,14.0,14.0,14.0,0.6369,"('taylor', 'PERSON'), ('democrats', 'NORP')",2
