Politician,Quote,Image URL
Facebook posts,images show a great white shark on the beach in north carolina,false
Instagram posts,video shows zombie virus outbreak in china,false
Instagram posts,climate change is caused by corporations using  weather modification patents,false
Facebook posts,images show  putin has been arrested,false
Instagram posts,the gay dating app grindr says if florida doesn t stop passing homophobic and transphobic laws  they ll reveal every republican legislator and party official who secretly uses the app,false
X posts,congress has officially banned tiktok,false
Facebook posts,trump just shared a bombshell letter from stormy daniels debunking da bragg s case,false
Facebook posts,at a top robotics company in japan this week  four robots being developed for military applications killed    humans in the lab,false
Donald Trump,violent crime in manhattan is  now at a record level,false
X posts,no one got  a  dime  from the     million raised for the florida disaster fund,false
Facebook posts,silicon valley bank  donated    m to  blm movement,false
Instagram posts,you can get vaccinated by sleeping with somebody who is already jabbed  with an mrna vaccine   it s called shedding,false
Viral image,charles darwin predicted a sub species of humans  will deny biology  and  attempt to undo the centuries of human development by rewriting history,false
Facebook posts,tv host  dr  phil  endorsed a       seniors benefits program,false
Viral image,former president donald trump said  any indictment of me is an indictment of you,false
Facebook posts,video shows  trump supporters lining up on fifth ave in manhattan on sunday,false
Viral image,former president donald trump issued a statement threatening to leak  interesting videos  of house speaker kevin mccarthy,false
Viral image,elon musk tweeted he would  buy joint commission and let nurses have drinks at their station,false
Viral image,photo shows magic johnson donating blood  to help underprivileged communities help fight covid,false
Viral image,former president donald trump tweeted   the storm is upon us,false
X posts,photo shows former president donald trump detained by police,false
Facebook posts,usa gives final warning to uganda to legalize homosexuality   or no aid,false
X posts,kari lake called trump the  fattest president since taft  in a      tweet,false
Facebook posts,we re just burning     gallons of jet fuel to de ice this clean energy wind turbine   that needs    gallons of synthetic oil to operate,false
Facebook posts,a    million grant for georgia s dekalb county amounts to a  private takeover of election offices,false
Joe Biden,more cops are killed responding to domestic violence calls than anything else,false
TikTok posts,congress say they will start printing      ballot without trump name in october,false
Joe Biden,ground zero in new york   i remember standing there the next day,false
Instagram posts,modified mosquitoes have officially made it to ohio,false
Facebook posts,a fema office in chicago is proof of a conspiracy,false
Viral image,video shows pope francis slapping former president donald trump s hand,false
Instagram posts,video shows  someone who tried to escape burning man,false
Facebook posts,cnn just said cash app went bankrupt and any funds you had in your account would have to be awarded to you through bankruptcy court,false
Instagram posts,video shows president joe biden confirmed  the lahaina fires were planned,false
Social Media,a video shows florida gov  ron desantis dropping out of the      presidential race,false
Facebook posts,barack obama s late chef s wife comes out to expose obama family,false
Facebook posts,joan rivers  daughter threatens to expose michelle obama,false
Facebook posts,video shows clearwater beach during hurricane idalia,false
Facebook posts,a new florida law says  a father must submit a dna test before signing the birth certificates,false
Instagram posts,burning man was a national emergency because it was flooded,false
Facebook posts,the who is developing a pandemic treaty that will remove current human rights protections  enforce surveillance and censorship and eliminate freedom of speech,false
Roy Cooper,gop authored elections bill  requires valid votes to be tossed out   if a computer rejects a signature,false
Ted Cruz,president joe  biden is trying to limit you to two beers per week,false
Instagram posts,bill gates funded research into genetically engineered cattle ticks is responsible for red meat allergies from alpha gal syndrome in the u s,false
